docid,volid,recordid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
510,mdp.39015063943560,,"Howitt, Mary Botham,",,1849,,f,<blank>,Our cousins in Ohio
541,nyp.33433074865936,,"Howitt, Mary Botham,",,1852,,f,<blank>,"Sowing and reaping, or, What will come of it"
1084,uc2.ark+=13960=t2w37mf2b,,"Howitt, Mary Botham,",,1864,,f,<blank>,The two apprentices
1430,njp.32101068171022,,"Howitt, Mary Botham,",,1842,,f,<blank>,"Little coin, much care, or, How poor men live"
1432,njp.32101068171006,,"Howitt, Mary Botham,",,1843,,f,<blank>,No sense like common sense
3398,uc2.ark+=13960=t3125sd9r,,"Howitt, Mary Botham,",,1862,,f,<blank>,The favorite scholar
4789,nyp.33433081859211,,"Howitt, Mary Botham,",,1859,,f,<blank>,A treasury of old favourite tales
4935,hvd.hn5dpm,,"Howitt, Mary Botham,",,1841,,f,<blank>,"Hope on! Hope ever! or, The boyhood of Felix Law"
7577,mdp.39015060798744,,"Howitt, Mary Botham,",,1871,,f,<blank>,A pleasant life
7745,nyp.33433082547112,,"Howitt, Mary Botham,",,1850,,f,<blank>,Juvenile tales and stories
7795,njp.32101068170982,,"Howitt, Mary Botham,",,1841,,f,<blank>,Who shall be greatest?
7796,njp.32101068170941,,"Howitt, Mary Botham,",,1843,,f,<blank>,"Work and wages, or, Life in service"
7867,nyp.33433074865522,,"Howitt, Mary Botham,",,1843,,f,<blank>,Alice Franklin
8327,nyp.33433074866009,,"Howitt, Mary Botham,",,1852,,f,<blank>,Gabriel
11168,nyp.33433082547385,,"Howitt, Mary Botham,",,1845,,f,<blank>,My uncle the clockmaker
11346,uc2.ark+=13960=t8kd24x4v,,"Howitt, Mary Botham,",,1863,,f,<blank>,Love and money
11356,uc2.ark+=13960=t6154ts5n,,"Howitt, Mary Botham,",,1841,,f,<blank>,Strive and thrive
11977,uc2.ark+=13960=t8gf0nw0b,,"Howitt, Mary Botham,",,1839,,f,<blank>,Tales in prose
12115,uc2.ark+=13960=t7pn93j09,,"Howitt, Mary Botham,",,1857,,f,<blank>,"Story of a genius; or, Cola Monti"
13164,mdp.39015063933637,,"Howitt, Mary Botham,",,1836,,f,v.1,Wood Leighton;
13164,mdp.39015063560430,,"Howitt, Mary Botham,",,1836,,f,v.2,Wood Leighton;
13164,mdp.39015063560422,,"Howitt, Mary Botham,",,1836,,f,v.3,Wood Leighton;
9414,wu.89098006869,,"Rose, Henrietta.",,1858,,f,<blank>,Nora Wilmot
4380,nyp.33433076068794,,"Gerard, E.",,1891,,f,<blank>,A secret mission
14062,njp.32101068169513,,"Gerard, E.",,1882,,f,vol.1,Beggar my neighbor
14062,njp.32101068169505,,"Gerard, E.",,1882,,f,vol.2,Beggar my neighbor
14062,njp.32101068169497,,"Gerard, E.",,1882,,f,vol.3,Beggar my neighbor
1490,nyp.33433074853205,,"Hay, Mary Cecil,",,1876,,f,<blank>,Hidden perils
7844,nyp.33433074853221,,"Hay, Mary Cecil,",,1876,,f,<blank>,The squire's legacy
9608,nyp.33433074850144,,"Hay, Mary Cecil,",,1877,,f,<blank>,Missing
11563,nyp.33433074853213,,"Hay, Mary Cecil,",,1876,,f,<blank>,Victor and vanquished
11525,nyp.33433081961694,,"Mason, Mary Ann Bryan,",,1859,,f,<blank>,A wreath from the woods of Carolina
9009,nyp.33433074892997,,"Ramsay-Laye, Elizabeth.",,1866,,f,<blank>,"Social life in Sydney; or, Colonial experience"
451,nyp.33433074902283,,"Molesworth,",,1896,,f,<blank>,Philippa
652,mdp.39015063943933,,"Molesworth,",,1897,,f,<blank>,Meg Langholme;
865,uva.x000236191,,"Molesworth,",,1895,,f,<blank>,The carved lions
2823,mdp.39015063948015,,"Molesworth,",,1899,,f,<blank>,This and that
2825,mdp.39015063944089,,"Molesworth,",,1882,,f,<blank>,'Grandmother dear';
3431,mdp.39015058455778,,"Molesworth,",,1883,,f,<blank>,The boys and I;
4285,nyp.33433074902275,,"Molesworth,",,1893,,f,<blank>,Mary
7688,uc1.b4098150,,"Molesworth,",,1893,,f,<blank>,"Nurse Heatherdale's story ; and, Little Miss Peggy"
7793,nyp.33433074902259,,"Molesworth,",,1899,,f,<blank>,The laurel walk
7794,nyp.33433074902267,,"Molesworth,",,1892,,f,<blank>,Leona
7947,mdp.39015063943792,,"Molesworth,",,1880,,f,<blank>,A Christmas child;
8267,wu.89099306839,,"Molesworth,",,1880,,f,<blank>,Miss Bouverie
9591,nyp.33433074902234,,"Molesworth,",,1878,,f,<blank>,Hathercourt
10888,nyp.33433042994594,,"Molesworth,",,1879,,f,<blank>,The tapestry room;
11805,uc1.b4098570,,"Molesworth,",,1893,,f,<blank>,"Four winds farm ; and, The children of the castle"
12673,mdp.39015063948007,,"Molesworth,",,1894,,f,<blank>,My new home
6160,uiuo.ark+=13960=t9g456q2r,,"Lefroy, Ella Napier.",,1892,,f,v.1,A Scots thistle
6160,uiuo.ark+=13960=t6h13j133,,"Lefroy, Ella Napier.",,1892,,f,v.2,A Scots thistle
6208,nyp.33433074877980,,"Lefroy, Ella Napier.",,1899,,f,<blank>,The man's cause
1854,uc1.b3327366,,"Merriman, Henry Seton,",,1897,,f,<blank>,The money-spinner
4051,uiuo.ark+=13960=t4fn1sw8w,,"Merriman, Henry Seton,",,1888,,m,v.1,The phantom future
4051,uiuo.ark+=13960=t6834f959,,"Merriman, Henry Seton,",,1888,,m,v.2,The phantom future
4159,uc2.ark+=13960=t3kw5dj4t,,"Merriman, Henry Seton,",,1895,,m,<blank>,The sowers;
4162,uc1.b3327364,,"Merriman, Henry Seton,",,1897,,m,<blank>,In Kedar's tents
9005,uc1.$b400506,,"Merriman, Henry Seton,",,1896,,m,<blank>,Flotsam;
10650,uc2.ark+=13960=t5fb52r9k,,"Merriman, Henry Seton,",,1897,,m,<blank>,The slave of the lamp
12631,nyp.33433075742639,,"Merriman, Henry Seton,",,1892,,m,<blank>,From one generation to another
14128,uc2.ark+=13960=t3nv9pk89,,"Merriman, Henry Seton,",,1890,,m,v.1,Suspense
14128,uc2.ark+=13960=t5gb29x4g,,"Merriman, Henry Seton,",,1890,,m,v.2,Suspense
14128,uc2.ark+=13960=t51g0x97w,,"Merriman, Henry Seton,",,1890,,m,v.3,Suspense
14472,uc2.ark+=13960=t6xw4nk6p,,"Merriman, Henry Seton,",,1891,,m,v.1,Prisoners and captives
14472,uc2.ark+=13960=t3gx4jc7q,,"Merriman, Henry Seton,",,1891,,m,v.2,Prisoners and captives
14472,uc2.ark+=13960=t1fj2pr3z,,"Merriman, Henry Seton,",,1891,,m,v.3,Prisoners and captives
14862,uiuo.ark+=13960=t6640d648,,"Merriman, Henry Seton,",,1894,,m,v.1,With edged tools
14862,uiuo.ark+=13960=t4xh0848d,,"Merriman, Henry Seton,",,1894,,m,v.2,With edged tools
14862,uiuo.ark+=13960=t8v98sv32,,"Merriman, Henry Seton,",,1894,,m,v.3,With edged tools
159,uc2.ark+=13960=t50g3k86n,,"Harland, Henry,",,1888,,m,<blank>,My Uncle Florimond
3608,mdp.39015014801909,,"Harland, Henry,",,1885,,m,<blank>,As it was written;
3846,uc2.ark+=13960=t4th8cb7z,,"Harland, Henry,",,1895,,m,<blank>,Gray roses
5256,uc1.b249252,,"Harland, Henry,",,1886,,m,<blank>,Mrs. Peixada
5832,uva.x004385674,,"Harland, Henry,",,1899,,m,<blank>,Comedies and errors
6877,njp.32101068170180,,"Harland, Henry,",,1893,,m,<blank>,Mademoiselle Miss;
10205,njp.32101076515566,,"Harland, Henry,",,1890,,m,<blank>,Two voices
10615,mdp.39015012334747,,"Harland, Henry,",,1887,,m,<blank>,The yoke of the thorah
14518,uc2.ark+=13960=t6n010d03,,"Harland, Henry,",,1891,,m,v.1,Mea culpa
14518,uc2.ark+=13960=t4vh5cx68,,"Harland, Henry,",,1891,,m,v.2,Mea culpa
14518,uc2.ark+=13960=t78s4kb62,,"Harland, Henry,",,1891,,m,v.3,Mea culpa
1956,loc.ark+=13960=t5t72x417,,"Edgcome, John. [from old catalog]",,1899,,m,<blank>,The last coat
14402,nyp.33433074930565,,"Brougham and Vaux, Henry Brougham,",,1844,,m,v. 1,Albert Lunel;
14402,nyp.33433074930573,,"Brougham and Vaux, Henry Brougham,",,1844,,m,v. 2,Albert Lunel;
14402,nyp.33433074930581,,"Brougham and Vaux, Henry Brougham,",,1844,,m,v. 3,Albert Lunel;
881,nc01.ark+=13960=t2d79c553,,"Reid, Christian,",,1878,,m,<blank>,A summer idyl
1529,wu.89104496351,,"Reid, Christian,",,1872,,m,<blank>,Mabel Lee
2197,nyp.33433076085996,,"Reid, Christian,",,1897,,m,<blank>,The man of the family;
2454,mdp.39015063973831,,"Reid, Christian,",,1885,,m,<blank>,Roslyn's fortune
4402,nc01.ark+=13960=t8qc01s3g,,"Reid, Christian,",,1893,,m,<blank>,A little maid of Arcady
6756,nc01.ark+=13960=t87h1mm3p,,"Reid, Christian,",,1897,,m,<blank>,Fairy gold
7819,uva.x002059570,,"Reid, Christian,",,1872,,m,<blank>,Morton House
8346,wu.89104496310,,"Reid, Christian,",,1885,,m,<blank>,A child of Mary
11511,njp.32101064212648,,"Reid, Christian,",,1878,,m,<blank>,Bonny Kate
12510,uc1.b4102273,,"Reid, Christian,",,1875,,m,<blank>,A question of honor
13014,nc01.ark+=13960=t0pr7tg4c,,"Reid, Christian,",,1873,,m,<blank>,Nina's atonement
10,uc1.b3578768,,"Herbert, Henry William,",,1875,,m,<blank>,The fair puritan
215,nyp.33433076065030,,"Herbert, Henry William,",,1849,,m,<blank>,"Dermot O'Brien, or, The taking of Tredagh"
5353,nyp.33433074858196,,"Herbert, Henry William,",,1846,,m,<blank>,"Marmaduke Wyvil; or, The maid's revenge"
6364,uc1.b3322743,,"Herbert, Henry William,",,1840,,m,v.1,Oliver Cromwell
6364,uc1.b3322745,,"Herbert, Henry William,",,1840,,m,v. 3,Oliver Cromwell
10815,nyp.33433076065014,,"Herbert, Henry William,",,1854,,m,<blank>,Persons and pictures from the histories of France and England;
11070,nyp.33433076065493,,"Herbert, Henry William,",,1855,,m,<blank>,Wager of battle;
12014,uc1.b3550019,,"Herbert, Henry William,",,1843,,m,<blank>,The deerstalkers
12061,njp.32101068178688,,"Herbert, Henry William,",,1853,,m,<blank>,The chevaliers of France
12318,mdp.39015063942943,,"Herbert, Henry William,",,1853,,m,<blank>,The Roman traitor
4053,mdp.39015065731823,,"Stuart, Ruth McEnery,",,1894,,f,<blank>,Carlotta's intended
8488,mdp.39015030714631,,"Stuart, Ruth McEnery,",,1893,,f,<blank>,"A golden wedding, and other tales"
9826,nyp.33433076063316,,"Stuart, Ruth McEnery,",,1894,,f,<blank>,The story of Babette
10598,nyp.33433076062920,,"Stuart, Ruth McEnery,",,1899,,f,<blank>,Holly and pizen
10978,mdp.39015063759768,,"Stuart, Ruth McEnery,",,1896,,f,<blank>,Sonny
10983,nyp.33433076063266,,"Stuart, Ruth McEnery,",,1897,,f,Copy 3,In Simpkinsville;
5570,nyp.33433074848171,,"Dunham, Curtis.",,1898,,m,<blank>,"The Casino girl in London, by herself;"
5718,nyp.33433076066228,,"Foster, David Skaats,",,1897,,m,<blank>,Spanish castles by the Rhine;
10533,mdp.39015065800628,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.1,Hymen's praeludia
10534,mdp.39015065800610,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.2,Hymen's praeludia
10535,mdp.39015065800602,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.3,Hymen's praeludia
10536,mdp.39015065800594,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.4,Hymen's praeludia
10537,mdp.39015065800586,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.5,Hymen's praeludia
10538,mdp.39015065800578,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.6,Hymen's praeludia
10539,mdp.39015065800560,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.7,Hymen's praeludia
10540,mdp.39015065800552,,"La Calprenède, Gaultier de Coste,",,1736,,m,v.8,Hymen's praeludia
10541,mdp.39015030155215,,"La Calprenède, Gaultier de Coste,",,1703,,m,<blank>,The famous history of Cassandra
6320,uc1.b3325447,,"Pollard, Percival,",,1895,,m,<blank>,Cape of Storms;
2927,uc1.b3325525,,"Mackenzie, Mary Jane.",,1830,,f,v. 2,Private life
5706,nyp.33433074896022,,"Mackenzie, Mary Jane.",,1829,,f,v. 1,"Private life; or, Varieties of character and opinion"
14781,uiuo.ark+=13960=t05x2z44q,,"Mackenzie, Mary Jane.",,1821,,f,v.1,Geraldine
14781,uiuo.ark+=13960=t3rv15x13,,"Mackenzie, Mary Jane.",,1821,,f,v.2,Geraldine
14781,uiuo.ark+=13960=t0ft9689x,,"Mackenzie, Mary Jane.",,1821,,f,v.3,Geraldine
15076,uc1.b250105,,"Mackenzie, Mary Jane.",,1820,,f,v. 1,"Geraldine; or, Modes of faith and practice"
15076,uc1.b250106,,"Mackenzie, Mary Jane.",,1820,,f,v. 2,"Geraldine; or, Modes of faith and practice"
15076,uc1.b250107,,"Mackenzie, Mary Jane.",,1820,,f,v. 3,"Geraldine; or, Modes of faith and practice"
1327,inu.39000002909047,,"A. L. O. E.,",,1878,,f,<blank>,The crown of success
1836,nyp.33433082289889,,"A. L. O. E.,",,1864,,f,<blank>,"Falsely accused; or, Christian conquests"
3327,uc1.b3326092,,"A. L. O. E.,",,1874,,f,<blank>,The young pilgrim
4863,nyp.33433075765150,,"A. L. O. E.,",,1866,,f,<blank>,"Ned Franks; or, The Christian's panoply"
5247,uc2.ark+=13960=t4cn73h9t,,"A. L. O. E.,",,1889,,f,<blank>,Pictures of St. Peter in an English home
5552,mdp.39015011236208,,"A. L. O. E.,",,1876,,f,<blank>,A wreath of Indian stories
5584,uc2.ark+=13960=t1hh6dj28,,"A. L. O. E.,",,1864,,f,<blank>,The rambles of a rat
7465,nyp.33433082289871,,"A. L. O. E.,",,1861,,f,<blank>,"The giant killer, or, The battle which all must fight"
8170,nyp.33433082289855,,"A. L. O. E.,",,1863,,f,<blank>,The broken chain
8193,nyp.33433075765168,,"A. L. O. E.,",,1880,,f,<blank>,"Exiles in Babylon; or, Children of light"
8522,uc2.ark+=13960=t55d8t254,,"A. L. O. E.,",,1888,,f,<blank>,Pride and his prisoners
11240,inu.39000003450728,,"A. L. O. E.,",,1893,,f,<blank>,The blacksmith of Boniface Lane
11242,inu.30000000704563,,"A. L. O. E.,",,1860,,f,<blank>,Idols in the heart
11244,inu.39000000258256,,"A. L. O. E.,",,1870,,f,<blank>,Claudia
11950,uc2.ark+=13960=t6f18vg3x,,"A. L. O. E.,",,1890,,f,<blank>,Beyond the black waters
12274,mdp.39015063972924,,"A. L. O. E.,",,1871,,f,<blank>,The golden fleece
12907,nyp.33433075765119,,"A. L. O. E.,",,1866,,f,<blank>,The triumph over Midian
2861,uc2.ark+=13960=t3zs2mg54,,"Timlow, Elizabeth Westyn,",,1895,,f,<blank>,Cricket
150,nyp.33433081956850,,"Smith, Marion Couthouy,",,1897,,f,<blank>,"Dr. Marks, socialist"
2893,uc2.ark+=13960=t3qv3d471,,"Sterne, Laurence,",,1889,,m,<blank>,"The story of my Uncle Toby, &c"
4660,nyp.33433074911292,,"Sterne, Laurence,",,1798,,m,v. 1-2,A sentimental journey through France and Italy
5290,hvd.hntfbl,,"Sterne, Laurence,",,1832,,m,v.1,"The life and opinions of Tristram Shandy, gentleman"
5290,hvd.hntfbm,,"Sterne, Laurence,",,1832,,m,v.2,"The life and opinions of Tristram Shandy, gentleman"
7645,uiuo.ark+=13960=t3223jp2m,,"Sterne, Laurence,",,1898,,m,v.3,The life & opinions of Tristram Shandy
9298,nyp.33433074911276,,"Sterne, Laurence,",,1770,,m,v. 1,A sentimental journey through France and Italy
9298,nyp.33433074911284,,"Sterne, Laurence,",,1770,,m,v. 2,A sentimental journey through France and Italy
12803,mdp.39015005633568,,"Sterne, Laurence,",,1803,,m,v.2,The works of Laurence Sterne
12803,mdp.39015005611697,,"Sterne, Laurence,",,1803,,m,v.3,The works of Laurence Sterne
14339,nyp.33433076095052,,"Sterne, Laurence,",,1804,,m,v. 1,"The works of Laurence Sterne, A. M"
14340,nyp.33433076095086,,"Sterne, Laurence,",,1804,,m,v. 4,"The works of Laurence Sterne, A. M"
14341,nyp.33433076095094,,"Sterne, Laurence,",,1804,,m,v. 5,"The works of Laurence Sterne, A. M"
12204,uc2.ark+=13960=t27941n21,,"Rives, Amélie,",,1888,,u,<blank>,The quick or the dead?
12473,uc2.ark+=13960=t4kk94n8g,,"Rives, Amélie,",,1892,,u,v.1,Barbara Dering
12473,uc2.ark+=13960=t2794122d,,"Rives, Amélie,",,1892,,u,v.2,Barbara Dering
1085,mdp.39015024470943,,"Holmes, Oliver Wendell,",,1891,,m,<blank>,Over the teacups
4019,uc2.ark+=13960=t1wd3q923,,"Holmes, Oliver Wendell,",,1861,,m,v.1,Elsie Venner;
4019,uc2.ark+=13960=t8bg2j314,,"Holmes, Oliver Wendell,",,1861,,m,v.2,Elsie Venner;
4277,mdp.39015063555281,,"Holmes, Oliver Wendell,",,1891,,m,v.1,The poet at the breakfast table
4277,mdp.39015063555273,,"Holmes, Oliver Wendell,",,1891,,m,v.2,The poet at the breakfast table
7094,njp.32101068140746,,"Holmes, Oliver Wendell,",,1885,,m,<blank>,A mortal antipathy;
7319,uc1.b4103181,,"Holmes, Oliver Wendell,",,1867,,m,<blank>,The guardian angel
13610,uc1.b3293437,,"Holmes, Oliver Wendell,",,1892,,m,v.1,The complete writings of Oliver Wendell Holmes;
13610,uc1.b3293439,,"Holmes, Oliver Wendell,",,1892,,m,v.3,The complete writings of Oliver Wendell Holmes;
13610,uc1.b3293440,,"Holmes, Oliver Wendell,",,1892,,m,v.4,The complete writings of Oliver Wendell Holmes;
14021,mdp.39076006238765,,"Holmes, Oliver Wendell,",,1892,,m,v.2,The works of Oliver Wendell Holmes
14022,mdp.39076006238799,,"Holmes, Oliver Wendell,",,1892,,m,v.5,The works of Oliver Wendell Holmes
14023,mdp.39076006238807,,"Holmes, Oliver Wendell,",,1892,,m,v.6,The works of Oliver Wendell Holmes
14024,mdp.39076006238815,,"Holmes, Oliver Wendell,",,1892,,m,v.7,The works of Oliver Wendell Holmes
14025,mdp.39076006238880,,"Holmes, Oliver Wendell,",,1892,,m,v.14,The works of Oliver Wendell Holmes
14026,mdp.39076006238898,,"Holmes, Oliver Wendell,",,1892,,m,v.15,The works of Oliver Wendell Holmes
6329,nyp.33433074939178,,"Throop, George Higby,",,1851,,m,<blank>,"Bertie, or, Life in the old field"
28,hvd.hn3s51,,"Smith, Horace,",,1826,,m,v.2,The tor hill
4399,nyp.33433075750871,,"Smith, Horace,",,1829,,m,v. 1,The new forest
4399,nyp.33433075750863,,"Smith, Horace,",,1829,,m,v. 2,The new forest
4938,mdp.39015065763099,,"Smith, Horace,",,1826,,m,v.1,The Tor hill
4938,mdp.39015065762950,,"Smith, Horace,",,1826,,m,v.3,The Tor hill
7341,nyp.33433075750855,,"Smith, Horace,",,1832,,m,v. 1,Tales of the early ages
7341,nyp.33433075750848,,"Smith, Horace,",,1832,,m,v. 2,Tales of the early ages
9097,uc1.b250581,,"Smith, Horace,",,1830,,m,v.3,The new forest
10400,nyp.33433075751531,,"Smith, Horace,",,1841,,m,v. 1,The moneyed man
12850,uc1.b275006,,"Smith, Horace,",,1830,,m,v. 1,The midsummer medley for 1830
12850,uc1.b275007,,"Smith, Horace,",,1830,,m,v. 2,The midsummer medley for 1830
13166,uiuo.ark+=13960=t4th95j1n,,"Smith, Horace,",,1838,,m,v.1,"Jane Lomax; or, A mother's crime"
13166,uiuo.ark+=13960=t4pk11z5q,,"Smith, Horace,",,1838,,m,v.2,"Jane Lomax; or, A mother's crime"
13166,uiuo.ark+=13960=t62528p76,,"Smith, Horace,",,1838,,m,v.3,"Jane Lomax; or, A mother's crime"
13437,mdp.39015065763537,,"Smith, Horace,",,1830,,m,v.1,Walter Colyton
13437,mdp.39015065763503,,"Smith, Horace,",,1830,,m,v.2,Walter Colyton
13437,mdp.39015065763545,,"Smith, Horace,",,1830,,m,v.3,Walter Colyton
13657,mdp.39015065739099,,"Smith, Horace,",,1843,,m,v.1,"Adam Brown, the merchant"
13657,mdp.39015065739024,,"Smith, Horace,",,1843,,m,v.2,"Adam Brown, the merchant"
13657,mdp.39015065739081,,"Smith, Horace,",,1843,,m,v.3,"Adam Brown, the merchant"
14381,njp.32101064790601,,"Smith, Horace,",,1844,,m,vol. 1,Arthur Arundel
14381,njp.32101064790593,,"Smith, Horace,",,1844,,m,vol. 2,Arthur Arundel
14381,njp.32101064790585,,"Smith, Horace,",,1844,,m,vol. 3,Arthur Arundel
14590,mdp.39015065763107,,"Smith, Horace,",,1828,,m,v.1,Zillah;
14590,mdp.39015065763115,,"Smith, Horace,",,1828,,m,v.2,Zillah;
14590,mdp.39015065763206,,"Smith, Horace,",,1828,,m,v.3,Zillah;
14590,mdp.39015065763354,,"Smith, Horace,",,1828,,m,v.4,Zillah;
14887,mdp.39015065739065,,"Smith, Horace,",,1826,,m,v.1,Brambletye house;
14887,mdp.39015065739057,,"Smith, Horace,",,1826,,m,v.2,Brambletye house;
14887,mdp.39015065739032,,"Smith, Horace,",,1826,,m,v.3,Brambletye house;
13,nyp.33433075874762,,"Yates, Edmund Hodgson,",,1868,,m,v. 1-2,The rock ahead
15,nyp.33433075873590,,"Yates, Edmund Hodgson,",,1872,,m,<blank>,A waiting race
1899,nyp.33433075873608,,"Yates, Edmund Hodgson,",,1875,,m,<blank>,The silent witness
6591,coo.31924064989647,,"Yates, Edmund Hodgson,",,1872,,m,v.2,Castaway
9827,uiuo.ark+=13960=t1kh1812m,,"Yates, Edmund Hodgson,",,1869,,m,v.1-3,Wrecked in port
13449,uiuo.ark+=13960=t4dn4t558,,"Yates, Edmund Hodgson,",,1865,,m,v.1,Running the gauntlet
13449,uiuo.ark+=13960=t1kh18152,,"Yates, Edmund Hodgson,",,1865,,m,v.2,Running the gauntlet
13449,uiuo.ark+=13960=t6sx6zp73,,"Yates, Edmund Hodgson,",,1865,,m,v.3,Running the gauntlet
13640,uiuo.ark+=13960=t73v07v1v,,"Yates, Edmund Hodgson,",,1864,,m,v.1,Broken to harness
13640,uiuo.ark+=13960=t4mk70p0z,,"Yates, Edmund Hodgson,",,1864,,m,v.2,Broken to harness
13640,uiuo.ark+=13960=t6vx11m1v,,"Yates, Edmund Hodgson,",,1864,,m,v.3,Broken to harness
13795,uiuo.ark+=13960=t3tt5928q,,"Yates, Edmund Hodgson,",,1867,,m,v.1,Black sheep
13795,uiuo.ark+=13960=t4nk41h3r,,"Yates, Edmund Hodgson,",,1867,,m,v.2,Black sheep
13795,uiuo.ark+=13960=t0bv8500m,,"Yates, Edmund Hodgson,",,1867,,m,v.3,Black sheep
14188,uiuo.ark+=13960=t5t732x5h,,"Yates, Edmund Hodgson,",,1867,,m,v.1,The forlorn hope
14188,uiuo.ark+=13960=t07w72b8r,,"Yates, Edmund Hodgson,",,1867,,m,v.2,The forlorn hope
14188,uiuo.ark+=13960=t9r21mm8j,,"Yates, Edmund Hodgson,",,1867,,m,v.3,The forlorn hope
14194,nyp.33433067304059,,"Yates, Edmund Hodgson,",,1874,,m,v. 1,The impending sword
14194,nyp.33433067304067,,"Yates, Edmund Hodgson,",,1874,,m,v. 2,The impending sword
14194,nyp.33433067304075,,"Yates, Edmund Hodgson,",,1874,,m,v. 3,The impending sword
14438,uiuo.ark+=13960=t7rn3tq31,,"Yates, Edmund Hodgson,",,1868,,m,v.1,The rock ahead
14438,uiuo.ark+=13960=t9x06rz7z,,"Yates, Edmund Hodgson,",,1868,,m,v.2,The rock ahead
14438,uiuo.ark+=13960=t2f771c94,,"Yates, Edmund Hodgson,",,1868,,m,v.3,The rock ahead
14558,uiuo.ark+=13960=t4rj5462f,,"Yates, Edmund Hodgson,",,1871,,m,v.1,Dr. Wainwright's patient
14558,uiuo.ark+=13960=t8hd8hf4s,,"Yates, Edmund Hodgson,",,1871,,m,v.2,Dr. Wainwright's patient
14558,uiuo.ark+=13960=t73v07t79,,"Yates, Edmund Hodgson,",,1871,,m,v.3,Dr. Wainwright's patient
14884,uiuo.ark+=13960=t9v12q59d,,"Yates, Edmund Hodgson,",,1872,,m,v.1,The yellow flag
14884,uiuo.ark+=13960=t39z9tm0g,,"Yates, Edmund Hodgson,",,1872,,m,v.2,The yellow flag
14884,uiuo.ark+=13960=t3708qx4j,,"Yates, Edmund Hodgson,",,1872,,m,v.3,The yellow flag
14918,uiuo.ark+=13960=t8pc3nw52,,"Yates, Edmund Hodgson,",,1866,,m,v.1,Land at last
14918,uiuo.ark+=13960=t0bv85013,,"Yates, Edmund Hodgson,",,1866,,m,v.2,Land at last
14918,uiuo.ark+=13960=t2q538k90,,"Yates, Edmund Hodgson,",,1866,,m,v.3,Land at last
4230,uc2.ark+=13960=t3st7fj83,,"Douglass, Frederick,",,1852,,m,<blank>,"Narrative of the life of Frederick Douglass, an American slave"
13971,uiuo.ark+=13960=t7sn0tq36,,"Nugent, Norman.",,1873,,m,v.1,The amusements of a man of fashion
13971,uiuo.ark+=13960=t2891v18z,,"Nugent, Norman.",,1873,,m,v.2,The amusements of a man of fashion
13971,uiuo.ark+=13960=t0wq0m85j,,"Nugent, Norman.",,1873,,m,v.3,The amusements of a man of fashion
4776,uc1.b3325546,,"Marks, Mary A. M.",,1889,,f,v. 1,The locket
4776,uc1.b3325547,,"Marks, Mary A. M.",,1889,,f,v. 2,The locket
5686,njp.32101064912080,,"Marks, Mary A. M.",,1877,,f,vol.1,Five-chimney farm
5686,njp.32101064912072,,"Marks, Mary A. M.",,1877,,f,vol.2,Five-chimney farm
9010,nyp.33433074895842,,"Marks, Mary A. M.",,1883,,f,v. 1,A great treason;
9010,nyp.33433074895834,,"Marks, Mary A. M.",,1883,,f,v. 2,A great treason;
14029,njp.32101064912056,,"Marks, Mary A. M.",,1894,,f,vol.1,Thorough
14029,njp.32101064912049,,"Marks, Mary A. M.",,1894,,f,vol.2,Thorough
14029,njp.32101064912031,,"Marks, Mary A. M.",,1894,,f,vol.3,Thorough
14119,uiuo.ark+=13960=t42r4bz28,,"Marks, Mary A. M.",,1879,,f,v.1,All the world's a stage
14119,uiuo.ark+=13960=t46q2gj16,,"Marks, Mary A. M.",,1879,,f,v.2,All the world's a stage
